id,question,answer,answerable,category,relevant_ids,source,single_agent,feedback1,two_agents,three_agents
2820,62 campers went rowing in the morning. 39 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the evening?,,False,4.0,[320],SVAMP,,,,
2821,There are 6 baskets of peaches. Each basket has more than 16 red peaches and a few green peaches. How many red peaches are in the baskets altogether?,,False,2.0,[321],SVAMP,,,,
2822,Danny collects bottle caps. He lost 66 bottle caps at the park. How many bottle caps did Danny have at first?,,False,1.0,[322],SVAMP,,,,
2823,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked less than 90 chocolate chip cookies yesterday and 51 raisin cookies and more than 484 chocolate chip cookies this morning. How many chocolate chip cookies did Helen bake?,,False,2.0,[323],SVAMP,,,,
2824,For weeks of harvest Lewis earns a total of $ 133. How much money does Lewis earn each week?,,False,1.0,[324],SVAMP,,,,
2825,After Jessie started to go jogging everyday she lost -126 kilograms. She currently weighs 66 kilograms. How much did she weigh before starting to jog?,,False,3.0,[325],SVAMP,,,,
2826,Jesse's room is not 12 feet long and 11 feet wide. How much longer is her room than it is wide?,,False,2.0,[326],SVAMP,,,,
2827,White shirts can be purchased in packages. If mom buys 28 packages which contain more than 56 white shirts in total.How many white shirts does each package have?,,False,2.0,[327],SVAMP,,,,
2828,The school is planning a field trip. The school has 21 classrooms. There are 98 students in the school and more than 7 school buses. If some buses are full.How many seats are in each bus?,,False,2.0,[328],SVAMP,,,,
2829,Ed had 19 more marbles than Doug. Ed lost some of his marbles at the playground. Now Ed has more marbles than doug. How many marbles did Ed lose?,,False,2.0,[329],SVAMP,,,,
2830,Children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus. How many children got off the bus at the bus stop?,,False,2.0,[330],SVAMP,,,,
2831,Rachel picked 7 apples from her tree. Thereafter 2 new apples grew on the tree. How many apples did the tree have to begin with?,,False,1.0,[331],SVAMP,,,,
2832,Jesse's room is 7 feet long. If she needs a carpet of size 14 square feet. How many carpets does she need to cover the whole room?,,False,1.0,[332],SVAMP,,,,
2833,Paige was helping her mom plant flowers and together they planted some seeds. They put 10 seeds in each flower bed. There are many flower beds. How many seeds did they plant?,,False,2.0,[333],SVAMP,,,,
2834,2 birds and 6 storks were sitting on the fence. -3 more birds came to join them. How many more storks than birds are sitting on the fence?,,False,3.0,[334],SVAMP,,,,
2835,Josh lost approximately 11 marbles. If he had more than 19 marbles in his collection earlier.How many marbles does he have now?,,False,2.0,[335],SVAMP,,,,
2836,Marco and his dad went strawberry picking. Together they collected strawberries that weighed 36 pounds. On the way back Marco ' dad lost 8 pounds of strawberries. .How much did his dad's strawberries weigh now?,,False,1.0,[336],SVAMP,,,,
2837,At the stop 13 more people got on the bus. Initially there were more than 4 people on the bus. How many people are there on the bus now?,,False,2.0,[337],SVAMP,,,,
2838,There are lots of bananas in Philip's banana collection. If the bananas are organized into groups of size 2.How many groups are there?,,False,2.0,[338],SVAMP,,,,
2839,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that -100 visitors came to the Buckingham palace on the previous day. If there were not 666 visitors on that day.How many more visitors visited the Buckingham palace on that day than on the previous day?",,False,3.0,[339],SVAMP,,,,
2840,Tom had 40 cookies. He ate some of them. Then he bought roughly 37 more cookies.How many cookies did Tom have left?,,False,2.0,[340],SVAMP,,,,
2841,Emily is making bead necklaces for her friends. She made 11 necklaces and each necklace takes a handful beads. How many beads did Emily have?,,False,2.0,[341],SVAMP,,,,
2842,"They decided to hold the party in their backyard. They have 2 sets of tables, each having the same number of chairs. How many chairs are there for each table?",,False,1.0,[342],SVAMP,,,,
2843,"6 green peaches, 60 yellow peaches and 2 red peaches are in the basket. How many more green peaches than blue peaches are in the basket?",,False,4.0,[343],SVAMP,,,,
2844,Dan has some dollars. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money is left?,,False,2.0,[344],SVAMP,,,,
2845,There were roses and orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase. How many orchids did she cut?,,False,2.0,[345],SVAMP,,,,
2846,The school is planning a field trip. The school has several classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus. How many buses are needed to take the trip?,,False,2.0,[346],SVAMP,,,,
2847,Bryan took a look at his books as well. He has serveal bookshelves with each having the same number of books. If he has a total of 28 books.How many books are there in each bookshelf?,,False,2.0,[347],SVAMP,,,,
2848,Winter is almost here and most animals are migrating to warmer countries. There are several bird families living near the mountain. 59 bird families flew away for winter and 24 new bird families came to live near the mountain from the arctic. How many bird families were left near the mountain?,,False,2.0,[348],SVAMP,,,,
2849,Marco and his dad went strawberry picking. Together their strawberries weighed 20 pounds. His dad's strawberries weighed less than 17 pounds. How much did marco's strawberries weigh?,,False,2.0,[349],SVAMP,,,,
2850,Josh had 15 marbles in his collection. He found 9 marbles while he lost a few marbles. How many more marbles did he lose than those he found?,,False,2.0,[350],SVAMP,,,,
2851,Tom had 6 cookies. He gave 30 cookies to his friend and ate more than 23 cookies. How many more cookies did he give to his friend than those he ate?,,False,2.0,[351],SVAMP,,,,
2852,Dan has $ 3 left with him after he bought a candy bar for more than $ 2. How much money did he have initially?,,False,2.0,[352],SVAMP,,,,
2853,A book has several chapters. Each chapter is from 51 to 61 pages long. How many pages does the book have altogether?,,False,2.0,[353],SVAMP,,,,
2854,"A grocery store had some bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda. How many bottles of regular soda and diet soda did they have altogether?",,False,2.0,[354],SVAMP,,,,
2855,After Jessie started to go jogging everyday she lost some kilograms. She weighed 69 kilograms before beginning jogging. How much does she weigh now?,,False,2.0,[355],SVAMP,,,,
2856,Haley grew 20 trees in her backyard. After a typhoon more than 3 trees were left. How many trees died in the typhoon?,,False,2.0,[356],SVAMP,,,,
2857,David did 27 more push-ups bust 7 less crunche than Zachary in gym class today. If Zachary did less than 5 push-ups and more crunches than Zachary.How many more crunches than push-ups did Zachary do?,,False,2.0,[357],SVAMP,,,,
2858,"At the zoo, a cage had 93 snakes and 97 alligators. If the hiding alligators were more than snakes .How many alligators were not hiding?",,False,2.0,[358],SVAMP,,,,
2859,Winter is almost here and most animals are migrating to warmer countries. 27 bird families flew away for the winter from near a mountain. If there were less than 100 bird families living near the mountain initially.How many bird families were left near the mountain?,,False,2.0,[359],SVAMP,,,,
2860,Every day Ryan spends 6 hours on learning english and 2 hours on learning Chinese. How many more hours does he spend on learning english than he does on learning Spanish?,,False,4.0,[360],SVAMP,,,,
2861,Tom ate less than 36 cookies. If he had more  than 37 cookies initially.How many cookies did Tom have left?,,False,2.0,[361],SVAMP,,,,
2862,Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has at most 11 wrappers and at least 12 bottle caps in his collection. How many more bottle caps than wrappers does Danny have now?,,False,2.0,[362],SVAMP,,,,
2863,Frank had more than 33 pieces of candy. He lost less than 24 of them. If he put the remaining pieces into bags with 19 pieces in each bag.How many bags would he have?,,False,2.0,[363],SVAMP,,,,
2864,Rebecca wants to split a collection of eggs and marbles into groups of 5. Rebecca has 10 marbles and more than 15 eggs. How many groups will be created?,,False,2.0,[364],SVAMP,,,,
2865,Adam has 3 more apples than jackie.How many apples does Jackie have?,,False,1.0,[365],SVAMP,,,,
2866,The bananas in Philip's collection are organized into groups. If there are a total of 392 bananas in Philip's banana collection.How big is each group?,,False,1.0,[366],SVAMP,,,,
2867,David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did more than 34 push-ups and less than 62 crunches approximately.How many crunches did David do?,,False,2.0,[367],SVAMP,,,,
2868,Jake has 3 fewer peaches and 10 more apples than Steven. Steven has several peaches and 15 apples. How many more apples than peaches does Steven have?,,False,2.0,[368],SVAMP,,,,
2869,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. The next day she found 7 more bags worth of cans. How much cans did she collect in 2 days?,,False,1.0,[369],SVAMP,,,,
2870,The Razorback shop makes $ 5 dollars off each jersey and $ 215 to $ 230 off each shirt. During the Arkansas and Texas tech game they sold less than 20 shirts and 64 jerseys. How much money did they make from selling the shirts?,,False,2.0,[370],SVAMP,,,,
2871,A book has 2 chapters across 23 pages. The first chapter is 10 pages long. How many pages are in the second chapter?,,False,1.0,[371],SVAMP,,,,
2872,Tom ate some cookies and had 35 cookies left. How many cookies did he have in the beginning?,,False,2.0,[372],SVAMP,,,,
2873,Julia played tag with 16 kids on monday. If she played tag with 12 more kids on monday than on tuesday.How many kids did she play with on wednesday?,,False,4.0,[373],SVAMP,,,,
2874,"Every day Ryan spends roughly 2 hours on learning english, more than 5 hours on learning Chinese and less than 4 hours on learning Spanish. How many more hours does he spend on learning Chinese than he does on learning Spanish?",,False,2.0,[374],SVAMP,,,,
2875,"A chef had apples and 54 peaches. After making some pies, he had 39 apples left. How many apples did he use?",,False,2.0,[375],SVAMP,,,,
2876,Jake has 3 fewer peaches and 4 more apples than Steven. Steven has 19 apples and 15 peaches. How many more apples than peaches does Tom have?,,False,4.0,[376],SVAMP,,,,
2877,Summer is almost here and most animals are migrating back to cooler countries. There are some bird families living near a mountain. If 18 new bird families joined them.How many bird families live near the mountain now?,,False,1.0,[377],SVAMP,,,,
2878,Baker made many cakes. If his friend bought 140 cakes from him.How many cakes would baker still have?,,False,2.0,[378],SVAMP,,,,
2879,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has totally more than 99 bananas more than 9 eggs and 27 marbles. How many groups will be created?,,False,2.0,[379],SVAMP,,,,
2880,They decided to hold the party in their backyard. They have 4 sets of tables and each set has 3 chairs. If several people will attend the party.How many more chairs will they have to buy?,,False,2.0,[380],SVAMP,,,,
2881,He then went to see the oranges being harvested. He found out that they harvest 41 sacks of unripe oranges and 86 sacks of ripe oranges per day. How many ripe apples did he harvest? ,,False,4.0,[381],SVAMP,,,,
2882,Julia played tag with 12 kids on monday. She played tag with 14 kids on Tuesday. She spent a total of 34 hours to play tag on both days. How many kids did she play with altogether on Wednesday?,,False,4.0,[382],SVAMP,,,,
2883,Julia played tag with several kids on monday and 13 kids on tuesday. She played cards wtih more than 20 kids on wednesday. How many kids did she play tag with altogether?,,False,2.0,[383],SVAMP,,,,
2884,The Razorback shirt shop makes $ 98 dollars off each shirt sold. During the Arkansas game and the Texas tech game they sold a total of 163 shirts. If they sold more than 89 shirts during the Arkansas game.How much money did they make from selling the shirts during the arkansas game?,,False,2.0,[384],SVAMP,,,,
2885,Together Adam and Jackie have 6 apples. John has 4 apples more than adam and jackie together do. How many apples does Adam have?,,False,1.0,[385],SVAMP,,,,
2886,There were people on the bus at first. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people. How many people are there on the bus now?,,False,2.0,[386],SVAMP,,,,
2887,Nell collects cards. She had 246 baseball cards and 214 Ace cards. She gave some of her cards to Jeff and now has more than 404 baseball cards and less than 495 Ace cards left. How many more Ace cards than baseball cards does Nell have?,,False,2.0,[387],SVAMP,,,,
2888,A grocery store had about 19 bottles of diet soda and 60 cups of regular soda. How many more bottles of regular soda than diet soda did they have?,,False,4.0,[388],SVAMP,,,,
2889,Julia played tag with kids. She played with 4 kids on monday and yet with some more kids on Tuesday. How many kids did she play with altogether?,,False,2.0,[389],SVAMP,,,,
2890,Jake has 18 fewer peaches than Steven who has 13 more peaches than Jill.How many peaches does Jill have?,,False,1.0,[390],SVAMP,,,,
2891,Faye was placing her pencils into rows with 22 pencils in each row. She had 6 packs of pencils each one having more than 14 pencils. How many pencils does she have?,,False,2.0,[391],SVAMP,,,,
2892,"At the zoo, a cage had snakes and alligators. The total number of animals in the cage is unknown. If 24 snakes and 51 alligators were hiding.How many animals were not hiding in all?",,False,2.0,[392],SVAMP,,,,
2893,Adam could fit 10 action figures on each shelf in his room. His room has could hold -8 action figures. How many total shelves did his room have?,,False,3.0,[393],SVAMP,,,,
2894,Julia played tag with -14 kids on tuesday. If she played tag with -8 more kids on monday than on tuesday.How many kids did she play with on monday?,,False,3.0,[394],SVAMP,,,,
2895,"They decided to hold the party in their backyard. They have some sets of tables, each having the 3 chairs. If there are a total of -9 chairs in the backyard. How many sets of tables do they have?",,False,3.0,[395],SVAMP,,,,
2896,"A grocery store had lots of bottles of regular soda, 60 bottles of diet soda and 60 bottles of lite soda. How many more bottles of regular soda did they have than diet soda?",,False,2.0,[396],SVAMP,,,,
2897,He then went to see the oranges being harvested. He found out that they harvest more than 8 sacks per day. How many days will it take to harvest 24 sacks of oranges?,,False,2.0,[397],SVAMP,,,,
2898,Lawrence county has kids. During summer break 274865 kids stay home and the rest go to camp. How many kids go to the camp during the break?,,False,2.0,[398],SVAMP,,,,
2899,There are 3941 skittles in Steven's skittles collection. Steven also has 4950 erasers. If the erasers are organized into groups.How big is each group?,,False,2.0,[399],SVAMP,,,,
2900,There were roses and orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now less than 12 roses and 2 orchids in the vase. How many more roses than orchids are there in the vase now?,,False,2.0,[400],SVAMP,,,,
2901,Because of the decision Sofia asked nearly 310 students to suggest specific types of food. More than 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,,False,2.0,[401],SVAMP,,,,
2902,4 people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold several people.How many seats does the Ferris wheel have?,,False,2.0,[402],SVAMP,,,,
2903,Because of the decision Sofia asked the students to suggest specific types of food. 457 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If more students suggested adding mashed potatoes than those that suggested bacon.How many students suggested bacon?,,False,2.0,[403],SVAMP,,,,
2904,Randy has blocks. He uses some blocks to build a tower. If there are 72 blocks left.How many blocks did he use to build the tower?,,False,1.0,[404],SVAMP,,,,
2905,Jerry had 7 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed some of the old ones. If there are 8 action figures on his shelf now.How many action figures did he add to the shelf?,,False,2.0,[405],SVAMP,,,,
2906,Dave had 15 apps and 24 files on his phone. After deleting some apps and files he had less than 21 apps and more than 4 files left. How many more apps than files does he have left on the phone?,,False,2.0,[406],SVAMP,,,,
2907,Mary is baking a cake. The recipe calls for 6 cups of flour 8 cups of sugar and 7 cups of salt. She already put in more than 5 cups of flour. How many more cups of sugar than cups of salt does she need to add now?,,False,2.0,[407],SVAMP,,,,
2908,Bobby had 21 pieces of candy. He ate more than 5 pieces of candy. Then he ate 9 more. How many pieces of candy does he still have left?,,False,2.0,[408],SVAMP,,,,
2909,Zachary did several push-ups and 58 crunches in gym class today. David did 38 more push-ups but 62 less crunches than zachary. How many more crunches than push-ups did Zachary do?,,False,1.0,[409],SVAMP,,,,
2910,"Rachel had to complete pages of math homework, 7 pages of reading homework and 3 more pages of biology homework. How many pages of math and biology homework did she have to complete?",,False,1.0,[410],SVAMP,,,,
2911,Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has many Ace cards and lots of baseball cards left. How many more baseball cards than Ace cards does Nell have?,,False,2.0,[411],SVAMP,,,,
2912,Mary is baking a cake. The recipe calls for several cups of flour and dozens of cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugar.How many cups of flour did she put in?,,False,2.0,[412],SVAMP,,,,
2913,"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that less than 661 visitors came to the Buckingham palace that day. If there were less than 600 visitors the previous day.How many more visitors visited the Buckingham palace on that day than on the previous day?",,False,2.0,[413],SVAMP,,,,
2914,Paul had 21 books. After selling some in a garage sale he bought 42 new ones. If he has some books now.How many more books did he sell than he bought?,,False,2.0,[414],SVAMP,,,,
2915,Ed had more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,,False,2.0,[415],SVAMP,,,,
2916,Allan brought balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought.How many balloons did Jake bring to the park?,,False,2.0,[416],SVAMP,,,,
2917,Josh had some marbles in his collection. He lost 21 marbles. If he has some marbles now.How many marbles did he have in his collection?,,False,2.0,[417],SVAMP,,,,
2918,A book has 2 chapters. The first chapter is 60 pages long. How many pages are in the second chapter?,,False,1.0,[418],SVAMP,,,,
2919,Baker made some cakes. He sold -145 of them. If he still has -72 cakes left.How many cakes did baker make?,,False,3.0,[419],SVAMP,,,,
2920,Matthew had at least 14 crackers and at most 21 cakes. If Matthew gave equal numbers of crackers and cakes to his 7 friends.How many crackers and cakes altogether did each person eat?,,False,2.0,[420],SVAMP,,,,
2921,Debby bought 153 water bottles when they were on sale. She drank the different number of bottles each day. If the bottles lasted for 17 days.How many bottles did she most drink on a certain day,,False,2.0,[421],SVAMP,,,,
2922,Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 554 marbles and more than 15 eggs. How many eggs will each group have?,,False,2.0,[422],SVAMP,,,,
2923,A farmer had -160 tomatoes in his garden. If he picked 56 of them yesterday and -41 today. How many did he have left after yesterday's picking?,,False,3.0,[423],SVAMP,,,,
2924,There are 141 pots. Each pot has flowers and 91 sticks in it. How many flowers are there in all?,,False,1.0,[424],SVAMP,,,,
2925,"Frank was reading through his favorite book. The book had 41 chapters, each with the same number of pages. It has a total of 450 pages. It took Frank several days to finish the book. How many pages did he read per day?",,False,2.0,[425],SVAMP,,,,
2926,Emily is making bead necklaces for her 72 friends. She has 6 beads and each necklace takes -3 beads. How many necklaces can Emily make?,,False,3.0,[426],SVAMP,,,,
2927,Baker made 144 cakes. He sold less than 4 of them. Then he made roughly 111 more cakes. How many more cakes did baker make than those he sold?,,False,2.0,[427],SVAMP,,,,
2928,Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has some pieces of candy left.How many pieces of candy had he eaten at the start?,,False,2.0,[428],SVAMP,,,,
2929,Paul got a box of 589 crayons for his birthday. During the school year he gave about 571 crayons to his friends while he lost some crayons. How many more crayons did he give to his friends than those he lost?,,False,2.0,[429],SVAMP,,,,
2930,A farmer had 175 tomatoes and 77 potatoes in his garden. If he picked 172 potatoes.How many tomatoes and potatoes does he have left?,,False,3.0,[430],SVAMP,,,,
2931,Jackie has 10 apples. Adam has several apples. How many more apples does Jackie have than Adam?,,False,2.0,[431],SVAMP,,,,
2932,A mailman has to give 4 to 6 pieces of junk mail to each house in each of the 16 to 22 blocks. If there are 17 to 20 houses in each block.How many pieces of junk mail should he give in total?,,False,2.0,[432],SVAMP,,,,
2933,"17 red peaches, more than 71 yellow peaches and at most 8 green peaches are in the basket. How many more green peaches than red peaches are in the basket?",,False,2.0,[433],SVAMP,,,,
2934,Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia.How many bird families flew away to Europe?,,False,4.0,[434],SVAMP,,,,
2935,"Every day Ryan spends 6 hours on learning english -7 hours on learning Chinese and -3 hours on learning Spanish. How many hours does he spend on learning english, Chinese and Spanish in all?",,False,3.0,[435],SVAMP,,,,
2936,"Jack received some emails in the morning, 3 emails in the afternoon and 5 emails in the evening. How many emails did Jack receive in the day?",,False,2.0,[436],SVAMP,,,,
2937,Jake has 13 fewer peaches and 3 more apples than Steven. Steven has peaches and apples. How many apples does Jake have?,,False,1.0,[437],SVAMP,,,,
2938,In a school there are 706 girls and -222 boys. -418 more girls joined the school. How many pupils are there in the school now?,,False,3.0,[438],SVAMP,,,,
2939,"Dan has $ 3. He bought 2 candy bar for more than $ 4, each one costing the same amount of money. How much did each candy bar cost?",,False,2.0,[439],SVAMP,,,,
2940,Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of more than 6 bags altogether.How many bags did she find on the next day?,,False,2.0,[440],SVAMP,,,,
2941,The Razorback shop makes $ 67 dollars off each shirt and $ 165 off each jersey. During the Arkansas and Texas tech game they sold 74 shirts and jerseys combined. How much money did they make from selling the jerseys?,,False,2.0,[441],SVAMP,,,,
2942,Marco and his dad went strawberry picking. Marco's strawberries weighed nearly 15 pounds. If together their strawberries weighed more than 37 pounds. How much did his dad's strawberries weigh?,,False,2.0,[442],SVAMP,,,,
2943,Matthew had 8 crackers to give to friends. If Matthew gave crackers to each his friends.How many friends did he give crackers to?,,False,2.0,[443],SVAMP,,,,
2944,Danny collects bottle caps and wrappers. He found some bottle caps and 2 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection. How many more bottle caps than wrappers did Danny find at the park?,,False,2.0,[444],SVAMP,,,,
2945,There were 15 roses in the vase. Jessica threw away 33 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 17 roses in the vase. How many more roses did she cut than those she threw away?,,False,3.0,[445],SVAMP,,,,
2946,Bobby ate 28 pieces of candy. Then he ate 42 more chocolate and candy combined. He also ate 63 pieces of chocolate. How many pieces of candy did Bobby eat?,,False,2.0,[446],SVAMP,,,,
2947,Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework. And she had to complete more than 10 pages of math homework. How many pages did she have to complete in all?,,False,2.0,[447],SVAMP,,,,
2948,Melissa scored 109 points in each game. She also got at least 82 at most 102 bonus points in each game. How many points did she score in 79 games?,,False,2.0,[448],SVAMP,,,,
2949,Adam could fit 8 action figures and 10 cabinets on each shelf in his room. His room has several shelves. How many total items could his shelves hold?,,False,2.0,[449],SVAMP,,,,
2950,They decided to hold the party in their backyard. If they have sets of tables and each set has 13 chairs.How many chairs do they have in the backyard?,,False,2.0,[450],SVAMP,,,,
2951,In a school there are -569 girls and -236 boys. How many more girls than boys does the school have?,,False,3.0,[451],SVAMP,,,,
2952,Dave had 16 apps and -77 files on his phone. After deleting some apps and files he had -5 apps and -23 files left. How many apps did he delete?,,False,3.0,[452],SVAMP,,,,
2953,Baker made 61 pastries and 167 cakes. If he sold totally 108 cakes and pastries altogether.How many cakes would baker still have?,,False,2.0,[453],SVAMP,,,,
2954,Tom had 12 cookies. He ate and gave 21 of them totally to his friend. How many more cookies did he give to his friend than those he ate?,,False,2.0,[454],SVAMP,,,,
2955,Baker's friend bought 137 cakes from him. How many cakes would baker still have?,,False,1.0,[455],SVAMP,,,,
2956,Dave had some apps on his phone. After deleting some of them he had 5 left. How many apps did he have on his phone at the start?,,False,2.0,[456],SVAMP,,,,
2957,Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participate.How many students did not participate in the suggestion of new food items?,,False,2.0,[457],SVAMP,,,,
2958,Ed had 12 more marbles than Doug. Ed and Doug lost totally 20 of his marbles at the playground. If Ed had 17 marbles.How many marbles does Doug have now?,,False,2.0,[458],SVAMP,,,,
2959,Marco and his dad went strawberry picking. Marco's dad's strawberries weighed nearly 11 pounds. If together their strawberries weighed more than 30 pounds. How much did Marco's strawberries weigh?,,False,2.0,[459],SVAMP,,,,
2960,He then went to see the oranges being harvested. He found out that the harvest will go on for days. How many sacks do they harvest per day if they harvested a total of 56 sacks of oranges?,,False,2.0,[460],SVAMP,,,,
2961,In a school there are girls and boys. 465 more girls joined the school. How many more girls than boys does the school have?,,False,1.0,[461],SVAMP,,,,
2962,There were 8 people on the bus. At the next stop 12 more people got off the bus and 3 people got on. How many people are there on the bus now?,,False,3.0,[462],SVAMP,,,,
2963,6 birds and 3 storks were sitting on the fence. Totally 100 more storks and bird together came to join them. How many more birds than storks are sitting on the fence?,,False,2.0,[463],SVAMP,,,,
2964,The Razorback shirt shop sells each shirt for $ 51 dollars. During the Arkansas and Texas tech game they offered a discount of more than $ 8 per shirt and sold roughly 130 shirts. How much money did they make from selling the shirts?,,False,2.0,[464],SVAMP,,,,
2965,Every day Ryan spends 5 hours on learning english and 4 hours on learning Chinese. If he learns for 6 days.How many hours does he spend on learning Japanese in all?,,False,4.0,[465],SVAMP,,,,
2966,Bryan took a look at his books as well. Each bookshelf contains many books. If he has a total of 38 books. How many bookshelves does he need?,,False,2.0,[466],SVAMP,,,,
2967,Edward had $ 13. He spent some money and gained some money from his mother. Now he has $ 3. How much money did Edward spend?,,False,1.0,[467],SVAMP,,,,
2968,"Frank was reading through his favorite book. The book had serveral chapters, each with the same number of pages. It has a total of 594 pages. It took Frank 607 days to finish the book. How many pages are in each chapter?",,False,2.0,[468],SVAMP,,,,
2969,Paul had 134 books. After giving 39 books to his friend and selling some books in a garage sale.How many books did he sell in the garage sale?,,False,2.0,[469],SVAMP,,,,
2970,Paul had books. He sold 78 books in a garage sale. How many books does he have left with him?,,False,1.0,[470],SVAMP,,,,
2971,Rachel had to complete several pages of math homework. If she had to complete 6 more pages of reading homework than math homework.How many pages of reading homework did she have to complete?,,False,2.0,[471],SVAMP,,,,
2972,"Rachel had to complete 5 pages of math homework, 10 pages of reading homework and 6 more pages of biology homework. How many pages of reading and writing homework combined did she have to complete?",,False,2.0,[472],SVAMP,,,,
2973,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days.How many visitors visited the Buckingham palace on that day?",,False,2.0,[473],SVAMP,,,,
2974,Luke played a trivia game and gained 3 points in each round of a game. He would lose 4 points if he lost the game. If he scored 78 points in the trivia game.How many rounds did he play?,,False,1.0,[474],SVAMP,,,,
2975,Danny collects bottle caps. He found at least 36 bottle caps at the park while he threw away at most 35 old ones. Now he has 22 bottle caps in his collection. How many more bottle caps did Danny find at the park than those he threw away?,,False,2.0,[475],SVAMP,,,,
2976,The ring toss game at the carnival made 325 dollars in the first 154 days and some dollars in the remaining 57 days. How much did they make per day in the remaining 57 days at the carnival?,,False,2.0,[476],SVAMP,,,,
2977,Jessie was overweight. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,,False,1.0,[477],SVAMP,,,,
2978,Paul got a box of 601 crayons and 406 erasers for his birthday. At the end of the school year he only had less than 336 crayons left while not having lost a single eraser. How many more erasers than crayons did he have left?,,False,2.0,[478],SVAMP,,,,
2979,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that -92 visitors came to the Buckingham palace that day. If there were -419 visitors the previous day and -103 visitors the day before that.How many visited the Buckingham palace before that day?",,False,3.0,[479],SVAMP,,,,
2980,Some campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening. How many more campers went rowing in the morning than in the afternoon?,,False,1.0,[480],SVAMP,,,,
2981,"After a typhoon, 2 trees in Haley's backyard died. How many trees does she have left?",,False,1.0,[481],SVAMP,,,,
2982,Together Adam and Jackie have 12 apples. He has apples more than Adam and Jackie together do. Adam has 8 more apples than Jackie. How many apples does Hero have?,,False,4.0,[482],SVAMP,,,,
2983,Frank was reading through his favorite book. He read at least 22 pages per day and it took him 569 days to finish the book. How many pages are there in the book?,,False,2.0,[483],SVAMP,,,,
2984,The school is planning a field trip. The school has 102 classrooms. There are 11 students in the school and 99 seats on each school bus. If some students do n't want to go for the trip.How many students are going on the trip?,,False,2.0,[484],SVAMP,,,,
2985,Josh had 20 marbles in his collection. Jack also has some marbles collection. Josh gave 2 marbles to Jack. How many marbles does Jack have now?,,False,1.0,[485],SVAMP,,,,
2986,"Rachel had to complete 9 pages of math homework, 2 pages of reading homework and 96 more pages of biology homework. How many more pages of Chinese homework than reading homework did she have?",,False,4.0,[486],SVAMP,,,,
2987,There were -9 roses and -6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and -3 roses in the vase. How many more orchids than roses are there in the vase now?,,False,3.0,[487],SVAMP,,,,
2988,Allan brought 5 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. And then Allen and Jake together brought 100 ballons to the park.How many balloons did Allan bring to the park?,,False,2.0,[488],SVAMP,,,,
2989,"A grocery store had 72 barrels of regular soda, 32 cups of diet soda and 78 apples. How many more bottles than apple did they have?",,False,1.0,[489],SVAMP,,,,
